App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,Current Ver,Android Ver
Chase Mobile,FINANCE,4.6,1374549,32.0,10000000.0,Free,0.0,Everyone,Finance,"July 23, 2018",3.52,5.0 and up
HDFC Bank MobileBanking,FINANCE,4.2,208463,,10000000.0,Free,0.0,Everyone,Finance,"July 26, 2018",Varies with device,Varies with device
Barclays US for Android,FINANCE,4.1,6998,24.0,1000000.0,Free,0.0,Everyone,Finance,"August 1, 2018",6.29.37589,5.0 and up
Easy Recipes,FOOD_AND_DRINK,4.7,2707,8.9,100000.0,Free,0.0,Everyone,Food & Drink,"May 15, 2018",2.12,4.0.3 and up
Debonairs Pizza,FOOD_AND_DRINK,3.8,3320,8.4,500000.0,Free,0.0,Everyone,Food & Drink,"August 4, 2018",1.9.117,4.0.3 and up
Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,35.0,5000000.0,Free,0.0,Everyone,Food & Drink,"August 2, 2018",7.12,5.0 and up
Healthy Recipes Free,FOOD_AND_DRINK,4.0,1077,17.0,100000.0,Free,0.0,Everyone,Food & Drink,"October 18, 2017",3.2.0,4.0.3 and up
Cookbook Recipes,FOOD_AND_DRINK,4.1,46539,,5000000.0,Free,0.0,Teen,Food & Drink,"July 23, 2018",Varies with device,Varies with device
Easy Healthy Recipes,FOOD_AND_DRINK,4.1,278,7.2,50000.0,Free,0.0,Everyone,Food & Drink,"July 20, 2018",24.5.0,4.0 and up
Allrecipes Dinner Spinner,FOOD_AND_DRINK,4.5,61881,,5000000.0,Free,0.0,Everyone,Food & Drink,"April 10, 2018",Varies with device,Varies with device
Cookpad,FOOD_AND_DRINK,4.5,131569,8.2,10000000.0,Free,0.0,Everyone,Food & Drink,"August 3, 2018",2.76.2.0-android,4.2 and up
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986,76.0,1000000.0,Free,0.0,Teen,Food & Drink,"November 23, 2017",5.7.23,5.0 and up
Foursquare City Guide,FOOD_AND_DRINK,4.1,483960,,10000000.0,Free,0.0,Teen,Food & Drink,"July 23, 2018",Varies with device,Varies with device
Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935,,10000000.0,Free,0.0,Everyone,Food & Drink,"July 20, 2018",Varies with device,Varies with device
Eat24 Food Delivery & Takeout,FOOD_AND_DRINK,4.3,40116,,1000000.0,Free,0.0,Everyone,Food & Drink,"August 2, 2018",Varies with device,Varies with device
EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690,25.0,100000.0,Free,0.0,Everyone,Food & Drink,"July 3, 2018",3.1.14,5.0 and up
Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755,8.5,100000.0,Free,0.0,Everyone,Food & Drink,"July 20, 2018",2.4.11,6.0 and up
DoorDash - Food Delivery,FOOD_AND_DRINK,4.5,104504,,1000000.0,Free,0.0,Everyone,Food & Drink,"July 31, 2018",Varies with device,Varies with device
30 Day Fitness Challenge - Workout at Home,HEALTH_AND_FITNESS,4.8,471036,,10000000.0,Free,0.0,Everyone,Health & Fitness,"August 3, 2018",Varies with device,4.0 and up
Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705,15.0,1000000.0,Free,0.0,Everyone,Health & Fitness,"July 10, 2018",1.0.2,4.0 and up
Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706,9.4,100000.0,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",1.0.5,4.1 and up
Fitbit,HEALTH_AND_FITNESS,3.9,357417,,10000000.0,Free,0.0,Everyone,Health & Fitness,"July 26, 2018",Varies with device,Varies with device
Cycling - Bike Tracker,HEALTH_AND_FITNESS,4.5,9116,4.0,500000.0,Free,0.0,Everyone,Health & Fitness,"July 30, 2018",1.1.22,4.1 and up
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071,6.9,100000.0,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",1.0.12,4.1 and up
Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294,11.0,1000000.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",3.0.7,4.1 and up
Garmin Connect™,HEALTH_AND_FITNESS,3.9,232153,,10000000.0,Free,0.0,Everyone,Health & Fitness,"August 2, 2018",Varies with device,Varies with device
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709,15.0,5000000.0,Free,0.0,Everyone,Health & Fitness,"July 26, 2018",2.8.2,5.0 and up
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029,4.3,1000000.0,Free,0.0,Everyone,Health & Fitness,"August 4, 2018",2.6,4.2 and up
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67.0,10000000.0,Free,0.0,Everyone,Health & Fitness,"July 11, 2018",3.5.0,5.0 and up
Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445,48.0,500000.0,Free,0.0,Everyone,Health & Fitness,"July 2, 2018",112,4.4 and up
"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,4.3,4848,13.0,1000000.0,Free,0.0,Everyone,Health & Fitness,"July 18, 2018",2.6,4.1 and up
7 Minute Workout,HEALTH_AND_FITNESS,4.5,399009,,10000000.0,Free,0.0,Everyone,Health & Fitness,"June 8, 2018",Varies with device,Varies with device
Freeletics: Personal Trainer & Fitness Workouts,HEALTH_AND_FITNESS,4.5,130104,25.0,10000000.0,Free,0.0,Everyone,Health & Fitness,"August 3, 2018",5.3,5.0 and up
Daily Workouts - Exercise Fitness Routine Trainer,HEALTH_AND_FITNESS,4.4,134195,,10000000.0,Free,0.0,Everyone,Health & Fitness,"June 14, 2018",Varies with device,Varies with device
Google Fit - Fitness Tracking,HEALTH_AND_FITNESS,3.9,249855,,10000000.0,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",Varies with device,Varies with device
Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945,12.0,500000.0,Free,0.0,Teen,Health & Fitness,"May 17, 2018",2.6.1,4.2 and up
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15.0,100000.0,Free,0.0,Everyone,Health & Fitness,"August 2, 2018",3.0.0,4.1 and up
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35.0,5000000.0,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up
Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145,23.0,1000000.0,Free,0.0,Everyone,Health & Fitness,"August 1, 2018",7.3.4-play,5.0 and up
"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326,28.0,1000000.0,Free,0.0,Teen,Health & Fitness,"August 4, 2018",2.9.18,4.1 and up
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,,50000000.0,Free,0.0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674,6.1,1000000.0,Free,0.0,Everyone,Health & Fitness,"July 31, 2018",4.5.4,4.1 and up
Fooducate Healthy Weight Loss & Calorie Counter,HEALTH_AND_FITNESS,4.4,14402,,1000000.0,Free,0.0,Everyone,Health & Fitness,"August 3, 2018",Varies with device,Varies with device
Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5,100000.0,Free,0.0,Everyone,Health & Fitness,"August 27, 2016",2.3.4,5.0 and up
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3,500000.0,Free,0.0,Everyone,Health & Fitness,"July 15, 2018",3.3,4.0 and up
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0,100000.0,Free,0.0,Everyone,Health & Fitness,"January 29, 2018",10.2.0,4.0 and up
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19.0,1000000.0,Free,0.0,Everyone,Health & Fitness,"July 16, 2018",6.5.1,5.0 and up
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8,500000.0,Free,0.0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up
Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469,3.6,100000.0,Free,0.0,Everyone,Health & Fitness,"July 23, 2014",1.0.9,2.3 and up
Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606,,1000000.0,Free,0.0,Everyone,Health & Fitness,"March 22, 2018",Varies with device,Varies with device
Happify,HEALTH_AND_FITNESS,3.7,1812,37.0,100000.0,Free,0.0,Everyone,Health & Fitness,"July 24, 2018",1.31.0-15160.950adac99,4.4 and up
Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724,,1000000.0,Free,0.0,Everyone,Health & Fitness,"August 17, 2017",Varies with device,Varies with device
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,10.0,500000.0,Free,0.0,Everyone,Health & Fitness,"July 15, 2018",5.2,4.4 and up
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31.0,5000000.0,Free,0.0,Everyone,Health & Fitness,"July 16, 2018",3.48,4.1 and up
7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799,,500000.0,Free,0.0,Teen,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111455,,5000000.0,Free,0.0,Everyone,Health & Fitness,"August 5, 2018",Varies with device,Varies with device
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39.0,10000000.0,Free,0.0,Everyone,Health & Fitness,"July 23, 2018",3.6.4,4.2 and up
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000,18.0,1000000.0,Free,0.0,Everyone,House & Home,"July 28, 2018",9.6.8,4.1 and up
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5,1000000.0,Free,0.0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up
Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054,9.1,1000000.0,Free,0.0,Everyone,House & Home,"July 12, 2018",6.7.12.2018,4.0.3 and up
"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117,13.0,1000000.0,Free,0.0,Everyone,House & Home,"June 29, 2018",3.6,4.0.3 and up
DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3,10000.0,Free,0.0,Teen,House & Home,"February 18, 2018",2.1,4.1 and up
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27.0,100000.0,Free,0.0,Everyone,House & Home,"May 29, 2018",2.4.2,4.4 and up
Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305,,5000000.0,Free,0.0,Everyone,House & Home,"July 31, 2018",Varies with device,Varies with device
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0,50000.0,Free,0.0,Everyone,House & Home,"May 30, 2018",1.2,4.0.3 and up
ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77.0,1000000.0,Free,0.0,Everyone,House & Home,"June 29, 2018",5.0.1,4.0.3 and up
Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478,5.7,100000.0,Free,0.0,Everyone,House & Home,"March 13, 2015",1.2,3.0 and up
Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427,5.3,500000.0,Free,0.0,Everyone,House & Home,"March 12, 2015",1.4,3.0 and up
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30.0,500000.0,Free,0.0,Everyone,House & Home,"July 31, 2018",5.20.38,4.2 and up
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27387,,1000000.0,Free,0.0,Everyone,House & Home,"June 21, 2018",Varies with device,Varies with device
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16.0,1000000.0,Free,0.0,Everyone,House & Home,"July 16, 2018",4.7.13,4.4 and up
Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007,0.232,5000000.0,Free,0.0,Everyone,Libraries & Demo,"March 6, 2013",1.2.0,2.2 and up
Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,99.0,50000.0,Free,0.0,Everyone,Libraries & Demo,"August 2, 2018",7,4.0.3 and up
Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862,0.624,10000000.0,Free,0.0,Everyone,Libraries & Demo,"January 17, 2012",1,2.2 and up
Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411,95.0,50000.0,Free,0.0,Everyone,Libraries & Demo,"June 8, 2018",5,4.0.3 and up
Essential Resources,LIBRARIES_AND_DEMO,4.6,237,0.0085,50000.0,Free,0.0,Everyone,Libraries & Demo,"September 27, 2017",1.02,7.1 and up
Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,0.292,1000000.0,Free,0.0,Everyone,Libraries & Demo,"June 29, 2011",1,1.6 and up
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28.0,1000000.0,Free,0.0,Everyone,Libraries & Demo,"July 13, 2018",2.4,5.0 and up
Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,9.4,500000.0,Free,0.0,Everyone,Libraries & Demo,"January 9, 2018",4.2.2,3.2 and up
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55.0,100000.0,Free,0.0,Everyone,Libraries & Demo,"August 2, 2018",5.1.2,4.4 and up
Easy Hair Style Design,LIFESTYLE,4.3,601,5.1,100000.0,Free,0.0,Everyone,Lifestyle,"December 20, 2017",1,2.3 and up
Easy Makeup Tutorials,LIFESTYLE,4.3,7287,5.0,1000000.0,Free,0.0,Everyone,Lifestyle,"November 3, 2016",1,2.3 and up
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,11.0,10000000.0,Free,0.0,Everyone 10+,Lifestyle,"June 25, 2018",5.2.4(881),4.0.3 and up
Entel,LIFESTYLE,3.2,16168,55.0,1000000.0,Free,0.0,Everyone,Lifestyle,"July 26, 2018",2.2.9,4.0.3 and up
Diary with lock,LIFESTYLE,4.6,815893,4.4,10000000.0,Free,0.0,Everyone,Lifestyle,"June 30, 2018",4.9,4.1 and up
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,16.0,500000.0,Free,0.0,Everyone,Lifestyle,"May 31, 2018",3.7,7.0 and up
Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,45.0,10000000.0,Free,0.0,Everyone,Lifestyle,"August 2, 2018",16.7.1,4.4 and up
HTC Speak,LIFESTYLE,3.5,6145,13.0,10000000.0,Free,0.0,Everyone,Lifestyle,"June 30, 2016",8.00.775375,5.0 and up
H&M,LIFESTYLE,3.7,41941,14.0,10000000.0,Free,0.0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944,36.0,1000000.0,Free,0.0,Everyone,Lifestyle,"June 15, 2018",2,4.1 and up
Beautiful Design Birthday Cake,LIFESTYLE,4.3,665,3.0,500000.0,Free,0.0,Everyone,Lifestyle,"August 4, 2018",2,2.3 and up
H Pack,LIFESTYLE,4.3,9412,1.7,1000000.0,Free,0.0,Everyone,Lifestyle,"December 17, 2016",1.5.1,4.0.3 and up
Big Days - Events Countdown,LIFESTYLE,4.6,39724,,1000000.0,Free,0.0,Everyone,Lifestyle,"June 29, 2018",Varies with device,Varies with device
DIY Garden Ideas,LIFESTYLE,4.1,3309,13.0,500000.0,Free,0.0,Everyone,Lifestyle,"August 5, 2018",10,4.0 and up
Brit + Co,LIFESTYLE,3.9,987,4.5,10000.0,Free,0.0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,29.0,5000000.0,Free,0.0,Everyone,Lifestyle,"August 2, 2018",3.1.2.1,4.1 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8,100000.0,Free,0.0,Everyone,Lifestyle,"September 27, 2016",2,4.3 and up
Etta Homes,LIFESTYLE,4.2,220,15.0,50000.0,Free,0.0,Everyone,Lifestyle,"July 26, 2018",9.1.0,5.0 and up
Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533,7.7,100000.0,Free,0.0,Everyone,Lifestyle,"September 27, 2016",2.2.6,2.2 and up
Housing-Real Estate & Property,LIFESTYLE,4.1,28301,,1000000.0,Free,0.0,Everyone,Lifestyle,"July 13, 2018",12.1.0,4.1 and up
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097,7.5,500000.0,Free,0.0,Everyone,Lifestyle,"April 26, 2018",1.2,4.0 and up
7 Day Food Journal Challenge,LIFESTYLE,4.5,3346,14.0,100000.0,Free,0.0,Teen,Lifestyle,"March 8, 2017",3.6.3,4.0.3 and up
Bubble Witch 3 Saga,GAME,4.7,1732263,78.0,50000000.0,Free,0.0,Everyone,Puzzle,"July 17, 2018",4.8.4,3.0 and up
Farm Fruit Pop: Party Time,GAME,4.4,9305,14.0,1000000.0,Free,0.0,Everyone,Casual,"August 2, 2018",1.9.2,4.0.3 and up
Extreme Car Driving Simulator,GAME,4.3,2251012,52.0,100000000.0,Free,0.0,Everyone,Racing,"May 3, 2018",4.17.2,4.0 and up
Color Road,GAME,4.1,84911,71.0,10000000.0,Free,0.0,Everyone,Arcade,"July 19, 2018",2.5.0,4.1 and up
Draw In,GAME,4.2,46416,73.0,10000000.0,Free,0.0,Everyone,Arcade,"July 23, 2018",1.0.8,4.1 and up
Baseball Boy!,GAME,3.4,148177,78.0,10000000.0,Free,0.0,Everyone,Arcade,"July 27, 2018",1.7.2,4.1 and up
Hello Stars,GAME,4.6,101686,31.0,10000000.0,Free,0.0,Everyone,Puzzle,"August 4, 2018",1.8.2,4.1 and up
Flip the Gun - Simulator Game,GAME,4.2,195558,86.0,10000000.0,Free,0.0,Everyone,Arcade,"July 26, 2018",1.2,5.0 and up
Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,,10000000.0,Free,0.0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up
Grim Soul: Dark Fantasy Survival,GAME,4.5,189773,95.0,5000000.0,Free,0.0,Teen,Role Playing,"July 18, 2018",1.1.1,4.1 and up
Disney Heroes: Battle Mode,GAME,4.6,102107,,5000000.0,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",1.2.2,Varies with device
Hero Hunters,GAME,4.4,70747,99.0,5000000.0,Free,0.0,Teen,Action,"July 31, 2018",1.7,4.4 and up
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49.0,10000000.0,Free,0.0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up
Dino War: Rise of Beasts,GAME,4.1,18996,81.0,1000000.0,Free,0.0,Teen,Strategy,"August 1, 2018",1.5.2,4.1 and up
Guns of Glory,GAME,4.0,120592,77.0,10000000.0,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",2.0.2,4.0.3 and up
Final Fantasy XV: A New Empire,GAME,4.0,484981,,10000000.0,Free,0.0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up
Chapters: Interactive Stories,GAME,4.5,73539,96.0,1000000.0,Free,0.0,Mature 17+,Role Playing,"August 2, 2018",1.3.3,4.3 and up
Honkai Impact 3rd,GAME,4.7,59017,82.0,1000000.0,Free,0.0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up
Farming Simulator 18,GAME,4.5,18125,15.0,100000.0,Paid,4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up
Call of Duty:Black Ops Zombies,GAME,4.2,13004,46.0,100000.0,Paid,6.99,Teen,Action,"December 20, 2016",1.0.11,2.3.3 and up
Angry Birds 2,GAME,4.6,3883589,57.0,100000000.0,Free,0.0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up
Best Fiends - Free Puzzle Game,GAME,4.6,1480189,,10000000.0,Free,0.0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device
Choices: Stories You Play,GAME,4.6,807338,93.0,10000000.0,Free,0.0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up
Game of Thrones: Conquest™,GAME,4.0,90218,97.0,1000000.0,Free,0.0,Teen,Strategy,"August 3, 2018",1.8.225278,6.0 and up
FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83.0,5000000.0,Free,0.0,Teen,Role Playing,"July 17, 2018",3.0.2,4.0.3 and up
Fate/Grand Order (English),GAME,4.4,16601,55.0,500000.0,Free,0.0,Teen,Role Playing,"July 26, 2018",1.18.0,4.0 and up
8 Ball Pool,GAME,4.5,14201891,52.0,100000000.0,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up
Candy Crush Soda Saga,GAME,4.4,6199095,67.0,100000000.0,Free,0.0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up
Clash Royale,GAME,4.6,23136735,97.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up
Clash of Clans,GAME,4.6,44893888,98.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up
Block Puzzle,GAME,4.6,59907,7.8,5000000.0,Free,0.0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up
Homescapes,GAME,4.6,3093932,,10000000.0,Free,0.0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up
Cooking Fever,GAME,4.5,3198176,82.0,100000000.0,Free,0.0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up
Gardenscapes,GAME,4.6,4129665,,50000000.0,Free,0.0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up
Fishdom,GAME,4.6,2158580,,10000000.0,Free,0.0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up
Galaxy Attack: Alien Shooter,GAME,4.6,506593,,10000000.0,Free,0.0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up
Granny,GAME,4.5,1138239,59.0,50000000.0,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
Dream League Soccer 2018,GAME,4.6,9883806,74.0,100000000.0,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up
Fruits Bomb,GAME,4.4,74695,17.0,10000000.0,Free,0.0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up
Doodle Jump,GAME,4.3,1083571,,50000000.0,Free,0.0,Everyone,Arcade,"July 20, 2018",Varies with device,Varies with device
Helix Jump,GAME,4.2,1500999,33.0,100000000.0,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up
Crossy Road,GAME,4.5,4230886,60.0,100000000.0,Free,0.0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up
Alto's Adventure,GAME,4.6,515657,63.0,10000000.0,Free,0.0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up
DEER HUNTER 2018,GAME,4.3,955656,82.0,10000000.0,Free,0.0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up
Anger of stick 5 : zombie,GAME,4.5,549039,23.0,50000000.0,Free,0.0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up
CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,,50000000.0,Free,0.0,Everyone,Action,"July 9, 2018",2.11.1,4.1 and up
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54.0,10000000.0,Free,0.0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up
Extreme Match,GAME,4.5,696,,100000.0,Free,0.0,Everyone,Action,"July 5, 2018",1.1.7,4.1 and up
Agar.io,GAME,4.2,3816799,32.0,100000000.0,Free,0.0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up
Battlelands Royale,GAME,4.4,105620,61.0,1000000.0,Free,0.0,Everyone 10+,Action,"July 16, 2018",0.5.8,4.1 and up
Arrow.io,GAME,4.5,343263,,10000000.0,Free,0.0,Everyone 10+,Action,"August 6, 2018",1.2.6,4.0.3 and up
BEYBLADE BURST app,GAME,4.5,216849,,10000000.0,Free,0.0,Everyone,Action;Action & Adventure,"July 16, 2018",Varies with device,Varies with device
Dragon Hills,GAME,4.5,354373,66.0,10000000.0,Free,0.0,Everyone 10+,Action,"October 12, 2017",1.2.7,4.1 and up
Dinosaur Simulator: Dino World,GAME,4.0,26649,66.0,5000000.0,Free,0.0,Teen,Action,"August 5, 2018",1.2,4.2 and up
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75.0,50000000.0,Free,0.0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up
Candy Crush Saga,GAME,4.4,22430188,74.0,500000000.0,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up
Bubble Shooter,GAME,4.5,148990,46.0,10000000.0,Free,0.0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up
Bubble Shooter Genies,GAME,4.5,26985,41.0,5000000.0,Free,0.0,Everyone,Casual,"June 4, 2018",1.9.1,4.0.3 and up
Blossom Blast Saga,GAME,4.5,1125438,63.0,10000000.0,Free,0.0,Everyone,Casual,"July 5, 2018",57.0.8,4.0.3 and up
Hill Climb Racing,GAME,4.4,8923847,63.0,100000000.0,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up
Bubble Shooter 2,GAME,4.3,23043,,5000000.0,Free,0.0,Everyone,Arcade,"July 25, 2018",3.5,4.1 and up
Flow Free,GAME,4.3,1295625,11.0,100000000.0,Free,0.0,Everyone,Puzzle,"April 11, 2018",4,4.1 and up
Gems or jewels ?,GAME,4.7,171448,13.0,10000000.0,Free,0.0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up
Angry Birds Rio,GAME,4.4,2610680,46.0,100000000.0,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up
Candy Crush Jelly Saga,GAME,4.3,1300619,78.0,50000000.0,Free,0.0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up
Cut the Rope FULL FREE,GAME,4.4,2123793,49.0,100000000.0,Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up
Angry Birds Classic,GAME,4.4,5566908,97.0,100000000.0,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up
Hill Climb Racing 2,GAME,4.6,2750645,,100000000.0,Free,0.0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up
Fruit Block - Puzzle Legend,GAME,4.6,125647,33.0,10000000.0,Free,0.0,Everyone,Casual,"July 23, 2018",60,4.1 and up
Bubble Shooter Space,GAME,4.2,4355,,1000000.0,Free,0.0,Everyone,Casual,"July 17, 2017",1.6,2.3 and up
1LINE – One Line with One Touch,GAME,4.6,214878,10.0,10000000.0,Free,0.0,Everyone,Board,"August 3, 2018",2.0.4,4.1 and up
Bowmasters,GAME,4.7,1536349,,50000000.0,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up
Block Puzzle Classic Legend !,GAME,4.2,17044,4.9,5000000.0,Free,0.0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638,,50000000.0,Free,0.0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device
Candy Bomb,FAMILY,4.4,42145,20.0,10000000.0,Free,0.0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up
